id,lat,lng,neighborhood,zip,property_type,parcel_size,zoning,crime_trend,permit_activity,income,population_growth,crime_history,permit_history,population_history,transit_distance,crime_count_nearby,violent_crime_count_nearby,permit_count_nearby,nearest_station,transit_stop_count_nearby,features_crimeTrend,features_permitGrowth,features_transitScore,features_incomeScore,features_populationGrowth,scores_investmentScore,scores_growthScore,scores_riskScore,scores_finalScore,forecast_scores_1y,forecast_scores_3y,forecast_scores_5y,forecast_crime_forecast,forecast_permit_forecast,forecast_population_forecast,current_population,population_growth_1y,population_growth_3y,median_age,pct_age_18_24,pct_age_25_34,pct_age_35_54,pct_age_55_plus,zip_median_household_income,community_median_household_income,community_per_capita_income,household_income_growth_1y,renter_pct,owner_pct,unemployment_rate,hardship_index,poverty_rate,full_address,assessed_value,land_assessed_value,building_assessed_value,assessed_value_year,last_sale_price,last_sale_date,ownership_duration_years,sale_count_known,average_school_rating_nearby,elementary_school_rating_avg,high_school_rating_avg,school_count_nearby,coffee_shop_count_nearby,restaurant_count_nearby,grocery_count_nearby,park_count_nearby,hospital_count_nearby,amenity_density_score,school_poi_count_nearby,hospital_poi_count_nearby,university_poi_count_nearby,office_poi_count_nearby,park_poi_count_nearby,poi_density_score
2846201-20260516,41.8818862275,-87.6366183305,LOOP,60606,business_candidate,0,Limited Business License,0.0,0.0788,133333,0.0652,"[{""year"": 2022, ""crime_count"": 78, ""violent_crime_count"": 15}, {""year"": 2023, ""crime_count"": 84, ""violent_crime_count"": 19}, {""year"": 2024, ""crime_count"": 74, ""violent_crime_count"": 11}, {""year"": 2025, ""crime_count"": 88, ""violent_crime_count"": 15}]","[{""year"": 2022, ""permit_count"": 421}, {""year"": 2023, ""permit_count"": 390}, {""year"": 2024, ""permit_count"": 372}, {""year"": 2025, ""permit_count"": 350}]","[{""year"": 2021, ""population"": 3298}, {""year"": 2022, ""population"": 3513}]",0.1028,36,9,178,Washington & Franklin,41,0.1891891891891892,-0.05913978494623656,0.9067827348567283,0.8611083333333334,0.06519102486355367,90,74,84,79,"{'investmentScore': 89, 'growthScore': 74, 'riskScore': 69, 'finalScore': 83}","{'investmentScore': 89, 'growthScore': 73, 'riskScore': 72, 'finalScore': 82}","{'investmentScore': 88, 'growthScore': 71, 'riskScore': 75, 'finalScore': 80}","{'1y': 86.0, '3y': 90.0, '5y': 94.0}","{'1y': 325.5, '3y': 279.3000000000029, '5y': 233.10000000000582}","{'1y': 3728.0, '3y': 4158.0, '5y': 4588.0}",3513,0.0652,0.1826,36.4,0.092,0.309,0.232,0.16,133333,119297,82212,0.0497,0.764,0.236,0.033,1,0.087,"100 N State St, CHICAGO, IL, 60606",398733,134408,264325,2026,295199,2022-07-01T00:00:00.000,4.58,1,4.9,4.96,4.5,6,21,43,2,6,1,0.91,1,2,0,2,6,0.69
1845067-20260516,41.879259703,-87.6512478262,NEAR WEST SIDE,60607,business_candidate,0,Limited Business License,0.2353,0.4444,119500,-0.0398,"[{""year"": 2022, ""crime_count"": 45, ""violent_crime_count"": 9}, {""year"": 2023, ""crime_count"": 51, ""violent_crime_count"": 9}, {""year"": 2024, ""crime_count"": 22, ""violent_crime_count"": 1}, {""year"": 2025, ""crime_count"": 35, ""violent_crime_count"": 6}]","[{""year"": 2022, ""permit_count"": 104}, {""year"": 2023, ""permit_count"": 81}, {""year"": 2024, ""permit_count"": 58}, {""year"": 2025, ""permit_count"": 73}]","[{""year"": 2021, ""population"": 29990}, {""year"": 2022, ""population"": 28797}]",0.103,21,2,26,Jackson & Morgan,25,0.5909090909090909,0.25862068965517243,0.9066183136899365,0.7458333333333333,-0.039779926642214074,82,63,95,69,"{'investmentScore': 79, 'growthScore': 60, 'riskScore': 60, 'finalScore': 77}","{'investmentScore': 77, 'growthScore': 60, 'riskScore': 60, 'finalScore': 77}","{'investmentScore': 77, 'growthScore': 60, 'riskScore': 60, 'finalScore': 77}","{'1y': 23.5, '3y': 11.700000000000728, '5y': -0.09999999999854481}","{'1y': 50.0, '3y': 26.799999999999272, '5y': 3.599999999998545}","{'1y': 27604.0, '3y': 25218.0, '5y': 22832.0}",28797,-0.0398,-0.1114,31.8,0.133,0.326,0.245,0.154,119500,123541,51166,0.0449,0.593,0.407,0.059,17,0.148,"811 W Monroe St, CHICAGO, IL, 60607",446065,177850,268215,2026,485337,2022-10-01T00:00:00.000,4.83,1,3.9,4.02,3.6,10,11,36,4,4,2,0.71,2,2,0,1,4,0.56
1305125-20260516,41.8829393219,-87.6528236842,NEAR WEST SIDE,60607,business_candidate,0,Limited Business License,0.4783,0.8462,119500,-0.0398,"[{""year"": 2022, ""crime_count"": 46, ""violent_crime_count"": 10}, {""year"": 2023, ""crime_count"": 70, ""violent_crime_count"": 9}, {""year"": 2024, ""crime_count"": 28, ""violent_crime_count"": 1}, {""year"": 2025, ""crime_count"": 35, ""violent_crime_count"": 2}]","[{""year"": 2022, ""permit_count"": 148}, {""year"": 2023, ""permit_count"": 138}, {""year"": 2024, ""permit_count"": 78}, {""year"": 2025, ""permit_count"": 105}]","[{""year"": 2021, ""population"": 29990}, {""year"": 2022, ""population"": 28797}]",0.0957,34,5,48,Madison & Morgan,14,0.25,0.34615384615384615,0.9126585744273068,0.7458333333333333,-0.039779926642214074,83,64,88,72,"{'investmentScore': 79, 'growthScore': 60, 'riskScore': 60, 'finalScore': 77}","{'investmentScore': 77, 'growthScore': 60, 'riskScore': 60, 'finalScore': 77}","{'investmentScore': 77, 'growthScore': 60, 'riskScore': 60, 'finalScore': 77}","{'1y': 26.0, '3y': 11.0, '5y': -4.0}","{'1y': 70.0, '3y': 32.19999999999709, '5y': -5.600000000005821}","{'1y': 27604.0, '3y': 25218.0, '5y': 22832.0}",28797,-0.0398,-0.1114,32.0,0.115,0.274,0.241,0.135,119500,108831,51955,0.0081,0.592,0.408,0.067,19,0.134,"139 N Racine Ave, CHICAGO, IL, 60607",362565,176884,185681,2026,228400,2007-01-01T00:00:00.000,19.08,1,3.6,3.49,3.1,8,12,27,3,5,2,0.61,1,4,0,4,5,0.88
2836006-20260516,41.8868761594,-87.6326377117,LOOP,60601,business_candidate,0,Consumption on Premises - Incidental Activity,0.4464,0.1678,121294,0.1077,"[{""year"": 2022, ""crime_count"": 128, ""violent_crime_count"": 30}, {""year"": 2023, ""crime_count"": 153, ""violent_crime_count"": 41}, {""year"": 2024, ""crime_count"": 146, ""violent_crime_count"": 31}, {""year"": 2025, ""crime_count"": 144, ""violent_crime_count"": 23}]","[{""year"": 2022, ""permit_count"": 360}, {""year"": 2023, ""permit_count"": 352}, {""year"": 2024, ""permit_count"": 361}, {""year"": 2025, ""permit_count"": 367}]","[{""year"": 2021, ""population"": 14804}, {""year"": 2022, ""population"": 16398}]",0.1123,81,24,167,321 N LaSalle,48,-0.0136986301369863,0.01662049861495845,0.8990380293086397,0.7607833333333334,0.10767360172926237,88,75,70,83,"{'investmentScore': 88, 'growthScore': 75, 'riskScore': 75, 'finalScore': 81}","{'investmentScore': 88, 'growthScore': 75, 'riskScore': 79, 'finalScore': 80}","{'investmentScore': 88, 'growthScore': 76, 'riskScore': 83, 'finalScore': 79}","{'1y': 153.0, '3y': 161.20000000000073, '5y': 169.40000000000146}","{'1y': 367.5, '3y': 373.5, '5y': 379.5}","{'1y': 17992.0, '3y': 21180.0, '5y': 24368.0}",16398,0.1077,0.3016,35.0,0.091,0.383,0.201,0.149,121294,134568,80461,0.0335,0.806,0.194,0.037,1,0.102,"308 N Wells St, CHICAGO, IL, 60601",241247,69090,172157,2026,515366,2020-08-01T00:00:00.000,6.67,4,4.8,5.09,4.3,9,17,64,3,9,2,1.0,2,2,0,2,9,0.94
2206795-20260516,41.878018745,-87.6496408244,NEAR WEST SIDE,60607,business_candidate,0,Regulated Business License,0.4167,0.0952,119500,-0.0398,"[{""year"": 2022, ""crime_count"": 47, ""violent_crime_count"": 10}, {""year"": 2023, ""crime_count"": 41, ""violent_crime_count"": 7}, {""year"": 2024, ""crime_count"": 25, ""violent_crime_count"": 3}, {""year"": 2025, ""crime_count"": 37, ""violent_crime_count"": 6}]","[{""year"": 2022, ""permit_count"": 92}, {""year"": 2023, ""permit_count"": 68}, {""year"": 2024, ""permit_count"": 59}, {""year"": 2025, ""permit_count"": 63}]","[{""year"": 2021, ""population"": 29990}, {""year"": 2022, ""population"": 28797}]",0.0932,17,1,23,Van Buren & Peoria,25,0.48,0.06779661016949153,0.9147457006952068,0.7458333333333333,-0.039779926642214074,81,60,95,68,"{'investmentScore': 80, 'growthScore': 60, 'riskScore': 60, 'finalScore': 78}","{'investmentScore': 77, 'growthScore': 60, 'riskScore': 60, 'finalScore': 77}","{'investmentScore': 77, 'growthScore': 60, 'riskScore': 60, 'finalScore': 77}","{'1y': 26.0, '3y': 16.799999999999272, '5y': 7.599999999998545}","{'1y': 46.5, '3y': 27.299999999999272, '5y': 8.099999999998545}","{'1y': 27604.0, '3y': 25218.0, '5y': 22832.0}",28797,-0.0398,-0.1114,32.2,0.124,0.307,0.229,0.164,119500,113244,48139,0.0569,0.629,0.371,0.053,19,0.132,"122 S Throop St, CHICAGO, IL, 60607",394162,204242,189920,2026,385925,2019-02-01T00:00:00.000,7.17,1,3.8,3.68,3.8,5,13,30,4,6,3,0.7,2,5,0,2,6,0.94
1888186-20260516,41.8937901574,-87.641310504,NEAR NORTH SIDE,60610,business_candidate,0,Limited Business License,0.7368,0.7143,106277,0.0114,"[{""year"": 2022, ""crime_count"": 39, ""violent_crime_count"": 13}, {""year"": 2023, ""crime_count"": 51, ""violent_crime_count"": 10}, {""year"": 2024, ""crime_count"": 43, ""violent_crime_count"": 14}, {""year"": 2025, ""crime_count"": 54, ""violent_crime_count"": 9}]","[{""year"": 2022, ""permit_count"": 98}, {""year"": 2023, ""permit_count"": 86}, {""year"": 2024, ""permit_count"": 69}, {""year"": 2025, ""permit_count"": 53}]","[{""year"": 2021, ""population"": 42422}, {""year"": 2022, ""population"": 42904}]",0.1724,33,9,24,Grand & Kingsbury,33,0.2558139534883721,-0.2318840579710145,0.8529512111907198,0.6356416666666667,0.011362029135825751,81,67,88,72,"{'investmentScore': 81, 'growthScore': 66, 'riskScore': 73, 'finalScore': 76}","{'investmentScore': 82, 'growthScore': 68, 'riskScore': 83, 'finalScore': 74}","{'investmentScore': 82, 'growthScore': 69, 'riskScore': 92, 'finalScore': 72}","{'1y': 56.0, '3y': 63.399999999999636, '5y': 70.79999999999927}","{'1y': 38.5, '3y': 8.099999999998545, '5y': -22.30000000000291}","{'1y': 43386.0, '3y': 44350.0, '5y': 45314.0}",42904,0.0114,0.0319,35.3,0.093,0.286,0.231,0.182,106277,97372,72362,-0.0133,0.717,0.283,0.046,1,0.073,"412 W Ohio St, CHICAGO, IL, 60610",337694,114866,222828,2026,357792,2013-03-01T00:00:00.000,13.25,3,5.6,5.8,4.2,6,22,33,4,5,4,0.85,2,3,0,2,5,0.75
1970072-20260516,41.880524949,-87.6516927154,NEAR WEST SIDE,60607,business_candidate,0,Limited Business License,0.2,1.0455,119500,-0.0398,"[{""year"": 2022, ""crime_count"": 48, ""violent_crime_count"": 9}, {""year"": 2023, ""crime_count"": 59, ""violent_crime_count"": 10}, {""year"": 2024, ""crime_count"": 28, ""violent_crime_count"": 1}, {""year"": 2025, ""crime_count"": 35, ""violent_crime_count"": 4}]","[{""year"": 2022, ""permit_count"": 130}, {""year"": 2023, ""permit_count"": 116}, {""year"": 2024, ""permit_count"": 69}, {""year"": 2025, ""permit_count"": 93}]","[{""year"": 2021, ""population"": 29990}, {""year"": 2022, ""population"": 28797}]",0.0787,24,4,45,Madison & Morgan,20,0.25,0.34782608695652173,0.9270418095856123,0.7458333333333333,-0.039779926642214074,83,64,88,72,"{'investmentScore': 79, 'growthScore': 60, 'riskScore': 60, 'finalScore': 78}","{'investmentScore': 77, 'growthScore': 60, 'riskScore': 60, 'finalScore': 77}","{'investmentScore': 77, 'growthScore': 60, 'riskScore': 60, 'finalScore': 77}","{'1y': 25.0, '3y': 11.0, '5y': -3.0}","{'1y': 62.5, '3y': 30.900000000001455, '5y': -0.6999999999970896}","{'1y': 27604.0, '3y': 25218.0, '5y': 22832.0}",28797,-0.0398,-0.1114,31.3,0.121,0.272,0.217,0.167,119500,127564,49423,0.0133,0.654,0.346,0.055,17,0.131,"100 S Aberdeen St, CHICAGO, IL, 60607",254168,67354,186814,2026,213450,2018-08-01T00:00:00.000,8.67,1,4.3,4.3,3.0,5,13,29,3,4,2,0.64,2,2,0,3,4,0.69
2293433-20260516,41.8893285936,-87.630547851,NEAR NORTH SIDE,60654,business_candidate,0,Consumption on Premises - Incidental Activity,0.8627,0.0625,138279,0.0739,"[{""year"": 2022, ""crime_count"": 152, ""violent_crime_count"": 31}, {""year"": 2023, ""crime_count"": 165, ""violent_crime_count"": 42}, {""year"": 2024, ""crime_count"": 164, ""violent_crime_count"": 35}, {""year"": 2025, ""crime_count"": 143, ""violent_crime_count"": 22}]","[{""year"": 2022, ""permit_count"": 270}, {""year"": 2023, ""permit_count"": 276}, {""year"": 2024, ""permit_count"": 293}, {""year"": 2025, ""permit_count"": 299}]","[{""year"": 2021, ""population"": 21859}, {""year"": 2022, ""population"": 23475}]",0.0684,95,29,119,Dearborn & Hubbard,55,-0.12804878048780488,0.020477815699658702,0.9359790340696368,0.902325,0.07392835902831786,91,75,62,87,"{'investmentScore': 91, 'growthScore': 76, 'riskScore': 73, 'finalScore': 83}","{'investmentScore': 92, 'growthScore': 76, 'riskScore': 71, 'finalScore': 84}","{'investmentScore': 92, 'growthScore': 77, 'riskScore': 68, 'finalScore': 86}","{'1y': 149.0, '3y': 143.39999999999964, '5y': 137.79999999999927}","{'1y': 310.5, '3y': 331.2999999999993, '5y': 352.09999999999854}","{'1y': 25091.0, '3y': 28323.0, '5y': 31555.0}",23475,0.0739,0.2069,36.1,0.092,0.306,0.25,0.199,138279,128070,72415,0.0481,0.73,0.27,0.036,1,0.079,"100 W Division St, CHICAGO, IL, 60654",422062,127458,294604,2026,405171,2017-06-01T00:00:00.000,9.5,2,5.0,5.5,4.2,5,12,37,6,6,2,0.79,1,3,0,3,6,0.81
2043015-20260516,41.8790107233,-87.657200592,NEAR WEST SIDE,60607,business_candidate,0,Tobacco,0.3571,0.6667,119500,-0.0398,"[{""year"": 2022, ""crime_count"": 37, ""violent_crime_count"": 7}, {""year"": 2023, ""crime_count"": 42, ""violent_crime_count"": 8}, {""year"": 2024, ""crime_count"": 26, ""violent_crime_count"": 3}, {""year"": 2025, ""crime_count"": 31, ""violent_crime_count"": 4}]","[{""year"": 2022, ""permit_count"": 61}, {""year"": 2023, ""permit_count"": 58}, {""year"": 2024, ""permit_count"": 45}, {""year"": 2025, ""permit_count"": 47}]","[{""year"": 2021, ""population"": 29990}, {""year"": 2022, ""population"": 28797}]",0.1695,19,3,15,Van Buren & Racine,17,0.19230769230769232,0.044444444444444446,0.8550662676357418,0.7458333333333333,-0.039779926642214074,80,60,84,71,"{'investmentScore': 79, 'growthScore': 60, 'riskScore': 60, 'finalScore': 77}","{'investmentScore': 77, 'growthScore': 60, 'riskScore': 60, 'finalScore': 76}","{'investmentScore': 76, 'growthScore': 60, 'riskScore': 60, 'finalScore': 76}","{'1y': 25.5, '3y': 18.699999999999818, '5y': 11.899999999999636}","{'1y': 39.0, '3y': 28.0, '5y': 17.0}","{'1y': 27604.0, '3y': 25218.0, '5y': 22832.0}",28797,-0.0398,-0.1114,34.7,0.124,0.278,0.249,0.134,119500,119531,43900,0.0228,0.57,0.43,0.062,19,0.128,"192 S Aberdeen St, CHICAGO, IL, 60607",270587,121961,148626,2026,231411,2016-04-01T00:00:00.000,10.33,3,3.7,4.08,3.2,5,10,23,5,6,3,0.59,1,3,0,3,6,0.81
2683624-20260516,41.88053925,-87.6345924635,LOOP,60606,business_candidate,0,Tobacco,0.175,0.1069,133333,0.0652,"[{""year"": 2022, ""crime_count"": 91, ""violent_crime_count"": 26}, {""year"": 2023, ""crime_count"": 100, ""violent_crime_count"": 24}, {""year"": 2024, ""crime_count"": 90, ""violent_crime_count"": 18}, {""year"": 2025, ""crime_count"": 102, ""violent_crime_count"": 21}]","[{""year"": 2022, ""permit_count"": 432}, {""year"": 2023, ""permit_count"": 375}, {""year"": 2024, ""permit_count"": 378}, {""year"": 2025, ""permit_count"": 346}]","[{""year"": 2021, ""population"": 3298}, {""year"": 2022, ""population"": 3513}]",0.0823,47,14,176,Adams & Wells,53,0.13333333333333333,-0.08465608465608465,0.9239582370876837,0.8611083333333334,0.06519102486355367,90,74,80,80,"{'investmentScore': 90, 'growthScore': 74, 'riskScore': 70, 'finalScore': 83}","{'investmentScore': 89, 'growthScore': 72, 'riskScore': 73, 'finalScore': 81}","{'investmentScore': 88, 'growthScore': 71, 'riskScore': 76, 'finalScore': 80}","{'1y': 101.5, '3y': 106.10000000000036, '5y': 110.70000000000073}","{'1y': 319.0, '3y': 268.0, '5y': 217.0}","{'1y': 3728.0, '3y': 4158.0, '5y': 4588.0}",3513,0.0652,0.1826,35.4,0.085,0.383,0.204,0.151,133333,149060,80565,-0.0011,0.781,0.219,0.04,2,0.09,"100 S State St, CHICAGO, IL, 60606",485836,229212,256624,2026,376919,2008-01-01T00:00:00.000,18.08,4,4.9,4.2,4.1,10,22,62,3,8,1,1.0,2,2,0,4,8,1.0
2583414-20260516,41.8868893057,-87.6488227918,NEAR WEST SIDE,60607,business_candidate,0,Outdoor Patio,0.8,0.7586,119500,-0.0398,"[{""year"": 2022, ""crime_count"": 37, ""violent_crime_count"": 10}, {""year"": 2023, ""crime_count"": 72, ""violent_crime_count"": 10}, {""year"": 2024, ""crime_count"": 30, ""violent_crime_count"": 3}, {""year"": 2025, ""crime_count"": 43, ""violent_crime_count"": 5}]","[{""year"": 2022, ""permit_count"": 137}, {""year"": 2023, ""permit_count"": 157}, {""year"": 2024, ""permit_count"": 88}, {""year"": 2025, ""permit_count"": 100}]","[{""year"": 2021, ""population"": 29990}, {""year"": 2022, ""population"": 28797}]",0.1036,36,6,51,Halsted & Lake,19,0.43333333333333335,0.13636363636363635,0.9061254077564336,0.7458333333333333,-0.039779926642214074,81,61,95,69,"{'investmentScore': 80, 'growthScore': 60, 'riskScore': 65, 'finalScore': 76}","{'investmentScore': 77, 'growthScore': 60, 'riskScore': 60, 'finalScore': 77}","{'investmentScore': 77, 'growthScore': 60, 'riskScore': 60, 'finalScore': 77}","{'1y': 39.5, '3y': 34.69999999999982, '5y': 29.899999999999636}","{'1y': 75.5, '3y': 39.5, '5y': 3.5}","{'1y': 27604.0, '3y': 25218.0, '5y': 22832.0}",28797,-0.0398,-0.1114,31.2,0.11,0.271,0.221,0.15,119500,106413,50462,0.0295,0.633,0.367,0.065,16,0.13,"775 W Adams St, CHICAGO, IL, 60607",349168,174192,174976,2026,263389,2011-03-01T00:00:00.000,15.25,2,3.3,4.18,2.9,8,11,26,5,4,5,0.64,1,3,0,2,4,0.62
1694390-20260516,41.8640292109,-87.646975451,NEAR WEST SIDE,60607,business_candidate,0,Package Goods,-0.4615,0.0,119500,-0.0398,"[{""year"": 2022, ""crime_count"": 17, ""violent_crime_count"": 4}, {""year"": 2023, ""crime_count"": 11, ""violent_crime_count"": 2}, {""year"": 2024, ""crime_count"": 16, ""violent_crime_count"": 6}, {""year"": 2025, ""crime_count"": 27, ""violent_crime_count"": 5}]","[{""year"": 2022, ""permit_count"": 18}, {""year"": 2023, ""permit_count"": 13}, {""year"": 2024, ""permit_count"": 16}, {""year"": 2025, ""permit_count"": 25}]","[{""year"": 2021, ""population"": 29990}, {""year"": 2022, ""population"": 28797}]",0.1064,7,3,5,Halsted & 14th Place,21,0.6875,0.5625,0.9038322487346349,0.7458333333333333,-0.039779926642214074,83,66,95,71,"{'investmentScore': 80, 'growthScore': 60, 'riskScore': 69, 'finalScore': 75}","{'investmentScore': 80, 'growthScore': 60, 'riskScore': 87, 'finalScore': 70}","{'investmentScore': 81, 'growthScore': 60, 'riskScore': 95, 'finalScore': 68}","{'1y': 26.5, '3y': 33.5, '5y': 40.5}","{'1y': 24.0, '3y': 28.800000000000182, '5y': 33.600000000000364}","{'1y': 27604.0, '3y': 25218.0, '5y': 22832.0}",28797,-0.0398,-0.1114,33.1,0.123,0.271,0.231,0.149,119500,112109,48045,0.0065,0.614,0.386,0.064,16,0.134,"727 W Washington Blvd, CHICAGO, IL, 60607",353431,165228,188203,2026,344195,2017-09-01T00:00:00.000,9.75,2,4.0,3.49,2.8,7,9,36,5,6,3,0.74,1,2,0,2,6,0.69
2594599-20260516,41.89038185,-87.6341848345,NEAR NORTH SIDE,60654,business_candidate,0,Limited Business License,1.0513,0.061,138279,0.0739,"[{""year"": 2022, ""crime_count"": 117, ""violent_crime_count"": 26}, {""year"": 2023, ""crime_count"": 141, ""violent_crime_count"": 39}, {""year"": 2024, ""crime_count"": 120, ""violent_crime_count"": 27}, {""year"": 2025, ""crime_count"": 106, ""violent_crime_count"": 20}]","[{""year"": 2022, ""permit_count"": 217}, {""year"": 2023, ""permit_count"": 185}, {""year"": 2024, ""permit_count"": 227}, {""year"": 2025, ""permit_count"": 226}]","[{""year"": 2021, ""population"": 21859}, {""year"": 2022, ""population"": 23475}]",0.0924,80,20,87,Wells & Grand,45,-0.11666666666666667,-0.004405286343612335,0.9154155986818016,0.902325,0.07392835902831786,91,75,62,86,"{'investmentScore': 91, 'growthScore': 75, 'riskScore': 71, 'finalScore': 84}","{'investmentScore': 91, 'growthScore': 76, 'riskScore': 64, 'finalScore': 86}","{'investmentScore': 91, 'growthScore': 77, 'riskScore': 60, 'finalScore': 88}","{'1y': 107.5, '3y': 96.70000000000073, '5y': 85.90000000000146}","{'1y': 231.0, '3y': 244.79999999999927, '5y': 258.59999999999854}","{'1y': 25091.0, '3y': 28323.0, '5y': 31555.0}",23475,0.0739,0.2069,32.7,0.078,0.339,0.268,0.191,138279,122916,71907,0.0071,0.683,0.317,0.04,1,0.075,"184 W Huron St, CHICAGO, IL, 60654",375527,142752,232775,2026,294617,2009-09-01T00:00:00.000,17.75,3,4.8,5.04,4.9,6,16,37,7,4,2,0.82,2,3,0,4,4,0.81
2595805-20260516,41.8822243258,-87.6260714358,LOOP,60602,business_candidate,0,Regulated Business License,0.375,-0.0551,167617,-0.1786,"[{""year"": 2022, ""crime_count"": 106, ""violent_crime_count"": 30}, {""year"": 2023, ""crime_count"": 125, ""violent_crime_count"": 31}, {""year"": 2024, ""crime_count"": 121, ""violent_crime_count"": 25}, {""year"": 2025, ""crime_count"": 127, ""violent_crime_count"": 24}]","[{""year"": 2022, ""permit_count"": 318}, {""year"": 2023, ""permit_count"": 269}, {""year"": 2024, ""permit_count"": 377}, {""year"": 2025, ""permit_count"": 341}]","[{""year"": 2021, ""population"": 1142}, {""year"": 2022, ""population"": 938}]",0.0077,66,22,120,Madison & Wabash,53,0.049586776859504134,-0.09549071618037135,0.992358836955443,1.1468083333333334,-0.1786339754816112,85,60,74,76,"{'investmentScore': 86, 'growthScore': 60, 'riskScore': 75, 'finalScore': 76}","{'investmentScore': 86, 'growthScore': 60, 'riskScore': 81, 'finalScore': 74}","{'investmentScore': 87, 'growthScore': 60, 'riskScore': 88, 'finalScore': 72}","{'1y': 134.5, '3y': 146.29999999999927, '5y': 158.09999999999854}","{'1y': 370.5, '3y': 405.90000000000146, '5y': 441.3000000000029}","{'1y': 734.0, '3y': 326.0, '5y': -82.0}",938,-0.1786,-0.5001,38.1,0.09,0.357,0.22,0.173,167617,154353,85827,-0.0065,0.76,0.24,0.043,2,0.1,"117 E Washington St, CHICAGO, IL, 60602",558621,289510,269111,2026,384932,2015-02-01T00:00:00.000,11.17,4,4.5,4.36,4.6,10,29,49,2,7,1,1.0,2,2,1,2,7,0.88
47510-20260516,41.8765183366,-87.6501172361,NEAR WEST SIDE,60607,business_candidate,0,Limited Business License,0.1818,0.0625,119500,-0.0398,"[{""year"": 2022, ""crime_count"": 39, ""violent_crime_count"": 9}, {""year"": 2023, ""crime_count"": 33, ""violent_crime_count"": 7}, {""year"": 2024, ""crime_count"": 21, ""violent_crime_count"": 3}, {""year"": 2025, ""crime_count"": 30, ""violent_crime_count"": 5}]","[{""year"": 2022, ""permit_count"": 47}, {""year"": 2023, ""permit_count"": 36}, {""year"": 2024, ""permit_count"": 51}, {""year"": 2025, ""permit_count"": 37}]","[{""year"": 2021, ""population"": 29990}, {""year"": 2022, ""population"": 28797}]",0.0385,13,0,17,Van Buren & Peoria,26,0.42857142857142855,-0.27450980392156865,0.9629272989889264,0.7458333333333333,-0.039779926642214074,80,60,95,68,"{'investmentScore': 82, 'growthScore': 60, 'riskScore': 60, 'finalScore': 78}","{'investmentScore': 80, 'growthScore': 60, 'riskScore': 60, 'finalScore': 78}","{'investmentScore': 79, 'growthScore': 60, 'riskScore': 60, 'finalScore': 78}","{'1y': 21.0, '3y': 13.199999999999818, '5y': 5.399999999999636}","{'1y': 39.0, '3y': 36.0, '5y': 33.0}","{'1y': 27604.0, '3y': 25218.0, '5y': 22832.0}",28797,-0.0398,-0.1114,33.7,0.107,0.31,0.261,0.152,119500,129159,45557,0.0042,0.594,0.406,0.049,19,0.119,"875 W Roosevelt Rd, CHICAGO, IL, 60607",346685,178861,167824,2026,532623,2012-08-01T00:00:00.000,14.67,2,3.9,4.12,3.4,5,11,39,3,6,5,0.8,2,5,0,3,6,1.0
1681221-20260516,41.8828264256,-87.6597383167,NEAR WEST SIDE,60607,business_candidate,0,Limited Business License,0.3182,1.4615,119500,-0.0398,"[{""year"": 2022, ""crime_count"": 36, ""violent_crime_count"": 9}, {""year"": 2023, ""crime_count"": 49, ""violent_crime_count"": 11}, {""year"": 2024, ""crime_count"": 34, ""violent_crime_count"": 7}, {""year"": 2025, ""crime_count"": 37, ""violent_crime_count"": 8}]","[{""year"": 2022, ""permit_count"": 79}, {""year"": 2023, ""permit_count"": 82}, {""year"": 2024, ""permit_count"": 52}, {""year"": 2025, ""permit_count"": 75}]","[{""year"": 2021, ""population"": 29990}, {""year"": 2022, ""population"": 28797}]",0.1461,29,9,32,Madison & Loomis,19,0.08823529411764706,0.4423076923076923,0.872524212546898,0.7458333333333333,-0.039779926642214074,82,65,77,75,"{'investmentScore': 79, 'growthScore': 60, 'riskScore': 69, 'finalScore': 75}","{'investmentScore': 77, 'growthScore': 60, 'riskScore': 64, 'finalScore': 76}","{'investmentScore': 77, 'growthScore': 60, 'riskScore': 60, 'finalScore': 77}","{'1y': 36.0, '3y': 33.59999999999991, '5y': 31.199999999999818}","{'1y': 61.5, '3y': 53.100000000000364, '5y': 44.70000000000073}","{'1y': 27604.0, '3y': 25218.0, '5y': 22832.0}",28797,-0.0398,-0.1114,30.9,0.109,0.308,0.254,0.142,119500,106373,45311,0.0101,0.654,0.346,0.057,17,0.129,"1258 W Van Buren St, CHICAGO, IL, 60607",392967,192058,200909,2026,236860,2009-09-01T00:00:00.000,17.75,4,4.2,3.96,3.5,10,14,36,3,4,4,0.76,1,5,0,2,4,0.75
